"Date","TP_Testing_Party","Type","Yield_in_Kilotons","Latitude_in_degrees","Longitude_in_degrees","Name_of_explosion"
"19780810","CP","UNDG","89","73.310N","054.700E",""
"19780824","KR","-3","","","577",""
"19780824","CP","UNDG","19","65.87N","112.56E","KRATON-3"
"19780829","CP","UNDG","9.2","49.812N","078.142E",""
"19780829","CP","UNDG","56","50.000N","078.978E",""
"19780831","US","SHFT","20-150","37.27N","116.36W","PANIR"
"19780913","US","TUNN","l20","37.21N","116.21W","DIABLOHA"
"19780915","CP","UNDG","55","49.916N","078.879E",""
"19780920","CP","UNDG","1.1","49.835N","078.416E",""
"19780921","CP","UNDG","17","66.530N","086.260E",""
"19780927","CP","UNDG","44","73.380N","054.440E",""
"19780927","US","SH?","","","","**"
"19780927","CR","O","","","210 NTS0",""
"19780927","US","SS1","l20","","","CREMINO"
"19780927","CR","O-CAE","","","420 NTS0",""
"19780927","US","SS1","l20","","","CREMINO-"
"19780927","US","SHFT","20-150","37.08N","116.05W","DRAUGHTS"
"19780927","US","SHFT","20-150","37.07N","116.02W","RUMMY"
"19781007","VY","","","","1530",""
"19781007","CP","UNDG","16","61.53N","112.87E","VYATKA"
"19781014","PC","SHFT","l20","41.450N","088.633E",""
"19781015","CP","UNDG","69","49.753N","078.165E",""
"19781017","CP","UNDG","35","47.810N","048.090E",""
"19781017","CP","UNDG","34","63.210N","063.260E",""
"19781031","CP","UNDG","9.6","49.806N","078.143E",""
"19781102","US","SHFT","l20","37.29N","116.30W","EMMENTHA"
"19781102","FR","SHFT","2","22S","139W",""
"19781104","CP","UNDG","22","50.034N","078.943E",""
"19781118","GB","SHFT","20-150","37.13N","116.08W","QUARGEL"
"19781129","CP","UNDG","11","49.810N","078.042E",""
"19781129","CP","UNDG","60","49.949N","078.798E",""
"19781130","FR","SHFT","65","21.866S","138.949W",""
"19781201","US","SHFT","l20","","","CONCENTR"
"19781214","PC","ATMO","l20","","",""
"19781214","CP","UNDG","2.9","49.813N","078.144E",""
"19781216","US","SHFT","20-150","37.27N","116.41W","FARM"
"19781217","FR","SHFT","15","22S","139W",""
"19781218","CP","UNDG","45","47.780N","048.140E",""
"19781219","FR","SHFT","10","21.769S","138.945W",""
"19790110","CP","UNDG","1.4","47.000N","048.000E",""
"19790117","CP","UNDG","57","47.870N","048.060E",""
"19790124","US","SHFT","l20","37.10N","116.01W","BACCARAT"
"19790201","CP","UNDG","14","50.090N","078.870E",""
"19790208","US","SHFT","20-150","37.1N","116.1W","QUINELLA"
"19790215","US","SHFT","20-150","37.2N","116.1W","KLOSTER"
"19790216","CP","UNDG","15","49.990N","077.712E",""
"19790301","FR","SHFT","7","22S","139W",""
"19790309","FR","SHFT","15","22S","139W",""
"19790314","US","SHFT","l20","37.0N","116.0W","MEMORY"
"19790324","FR","SHFT","7","21.830S","138.909W",""
"19790404","FR","SHFT","6","21.812S","138.741W",""
"19790506","CP","UNDG","9.0","49.774N","078.049E",""
"19790511","US","SHFT","l20","","","FREEZEOU"
"19790524","CP","UNDG","0.39","50.000N","078.000E",""
"19790531","CP","UNDG","10","49.835N","078.127E",""
"19790611","US","SHFT","20-150","","","PEPATO"
"19790618","FR","SHFT","4","22.140S","138.456W",""
"19790620","US","SHFT","l20","","","CHESS"
"19790623","CP","UNDG","152","49.903N","078.855E",""
"19790628","US","SHFT","20-150","","","FAJY"
"19790629","FR","SHFT","25","21.798S","138.927W",""
"19790707","CP","UNDG","41","50.026N","078.991E",""
"19790714","CP","UNDG","22","47.810N","048.070E",""
"19790718","CP","UNDG","9.2","49.937N","077.850E",""
"19790725","FR","SHFT","120","21.880S","138.940W",""
"19790728","FR","SHFT","15","21.808S","138.808W",""
"19790803","US","SHFT","20-150","","","BURZET"
"19790804","CP","UNDG","113","49.894N","078.904E",""
"19790808","US","SHFT","20-150","","","OFFSHORE"
"19790812","KI","LIT-4","","","982",""
"19790812","CP","UNDG","6.5","61.86N","122.22E","KIMBERLI"
"19790818","CP","UNDG","119","49.943N","078.938E",""
"19790829","GB","SHFT","20-150","","","NESSEL"
"19790906","US","SHFT","20-150","","","HEARTS"
"19780906","CP","UNDG","8.4","64.060N","99.620E",""
"19790908","US","SHFT","l20","","","PERA"
"19790913","PC","","","","",""
"19790914","CP","UNDG","0.79","50.000N","078.000E",""
"19790915","CP","UNDG","0.19","50.000N","078.000E",""
"19790916","CP","MINE","0.3?","48.22 N","038.3E",""
"19790922","IS","SUR?","LOW?","47.000S","040.000E","*"
"19790924","CP","UNDG","55","73.370N","054.580E",""
"19790926","US","SHFT","20-150","","","SHEEPSHE"
"19790927","CP","UNDG","1.4","49.767N","078.120E",""
"19791004","CP","UNDG","27","60.660N","071.440E",""
"19791007","SH","A","","","1545",""
"19791007","CP","UNDG","15","61.85N","113.12E","SHEKSNA"
"19791018","CP","UNDG","9.0","49.837N","078.148E",""
"19791018","CP","UNDG","70","73.340N","054.730E",""
"19791024","CP","UNDG","35","47.790N","048.110E",""
"19791028","CP","UNDG","59","49.973N","078.997E",""
"19791119","","","0-5","","","CHRYSOTE"
"19791122","FR","SHFT","4","22S","139W",""
"19791129","US","SHFT","l20","","","BACKGAMM"
"19791130","CP","UNDG","1.6","49.789N","078.144E",""
"19791202","CP","UNDG","60","49.891N","078.796E",""
"19791214","US","SHFT","l20","","","AZUL"
"19791221","CP","UNDG","2.7","49.801N","078.173E",""
"19791223","CP","UNDG","119","49.916N","078.755E",""
"19800223","FR","SHFT","1","","",""
"19800228","US","SHFT","l20","","","TARKO"
"19800303","FR","SHFT","10","","",""
"19800308","US","SHFT","l20","","","NORBO"
"19800323","FR","SHFT","80","21.864S","138.928W",""
"19800401","FR","SHFT","20","21.854S","138.763W",""
"19800403","US","SHFT","20-150","","","LIPTAUER"
"19800404","CP","UNDG","6.0","50.012N","077.856E",""
"19800404","FR","SHFT","2","21.906S","138.808W",""
"19800410","CP","UNDG","5.5","49.805N","078.108E",""
"19800416","US","SHFT","20-150","","","PYRAMID"
"19800425","CP","UNDG","18","49.973N","078.755E",""
"19800426","GB","SHFT","20-150","","","COLWICK"
"19800502","US","SHFT","l20","","","CANFIELD"
"19800522","US","SHFT","l20","","","FLORA"
"19800522","CP","UNDG","18","49.784N","078.082E",""
"19800612","US","SHFT","20-150","","","KASH"
"19800612","CP","UNDG","23","49.980N","079.001E",""
"19800616","FR","SHFT","25","21.864S","138.904W",""
"19800621","FR","SHFT","9","","",""
"19800624","US","SHFT","l20","","","HURONKIN"
"19800629","CP","UNDG","30","49.939N","078.815E",""
"19800706","FR","SHFT","5","21.845S","138.861W",""
"19800713","CP","UNDG","0.49","50.000N","078.000E",""
"19800719","FR","SHFT","80","21.855S","138.959W",""
"19800725","US","SHFT","20-150","","","TAFI"
"19800731","US","SHFT","l20","","","VERDELLO"
"19800731","CP","UNDG","11","49.807N","078.148E",""
"19800914","CP","UNDG","150","49.921N","078.802E",""
"19800920","CP","UNDG","0.39","50.000N","078.000E",""
"19800925","US","SHFT","20-150","","","BONARDA"
"19800925","US","SHFT","l20","","","RIOLA"
"19800925","CP","UNDG","3.3","49.835N","078.118E",""
"19800930","CP","UNDG","0.19","50.000N","078.000E",""
"19800930","CP","UNDG","0.79","50.000N","078.000E",""
"19801008","CP","UNDG","8.6","46.790N","048.290E",""
"19801011","CP","UNDG","55","73.360N","054.820E",""
"19801012","CP","UNDG","50","49.961N","079.028E",""
"19801016","PC","ATMO","0-1000","","",""
"19801024","GB","SHFT","l20","","","DUTCHESS"
"19801031","US","TUNN","l20","","","MINERSIR"
"19801101","CP","UNDG","17","60.790N","097.570E",""
"19801114","US","SHFT","l20","","","DAUPHIN"
"19801125","FR","SHFT","2","","",""
"19801203","FR","SHFT","50","21.874S","138.945W",""
"19801210","CP","UNDG","4.1","61.730N","066.760E",""
"19801214","CP","UNDG","54","49.899N","078.938E",""
"19801217","GB","SHFT","20-150","","","SERPA"
"19801226","CP","UNDG","0.97","49.941N","078.183E",""
"19801227","CP","UNDG","45","50.057N","078.981E",""
"19810115","US","SHFT","20-150","","","BASEBALL"
"19810205","US","SHFT","l20","","","CLAIRETT"
"19810225","US","SHFT","l20","","","SECO"
"19810227","FR","SHFT","8","","",""
"19810306","FR","SHFT","2","","",""
"19810328","FR","SHFT","5","21.780S","138.674W",""
"19810329","CP","UNDG","24","50.007N","078.982E",""
"19810331","CP","UNDG",".09","50.000N","079.000E",""
"19810410","FR","SHFT","8","21.775S","138.969W",""
"19810422","CP","UNDG","54","49.885N","078.810E",""
"19810430","US","SHFT","l20","","","VIDE"
"19810525","CP","UNDG","34","68.210N","053.500E",""
"19810527","CP","UNDG","17","49.985N","078.980E",""
"19810529","US","SHFT","l20","","","ALIGOTE"
"19810605","CP","UNDG","0.24","50.000N","078.000E",""
"19810606","US","SHFT","20-150","","","HARZER"
"19810630","CP","UNDG","10","49.768N","078.119E",""
"19810705","CP","UNDG","0.19","50.000N","078.000E",""
"19810708","FR","SHFT","20","21.781S","139.049W",""
"19810710","US","SHFT","l20","","","NIZA"
"19810711","FR","SHFT","8","","",""
"19810716","US","SHFT","l20","","","PINEAU"
"19810717","CP","UNDG","8.4","49.810N","078.160E",""
"19810718","FR","SHFT","2","","",""
"19810803","FR","SHFT","15","21.833S","138.900W",""
"19810805","US","SHFT","l20","","","HAVARTI"
"19810814","CP","UNDG","5.6","49.791N","078.121E",""
"19810827","US","SHFT","l20","","","ISLAY"
"19810902","CP","UNDG","2.6","60.590N","055.700E",""
"19810904","US","SHFT","l20","","","TREBBIAN"
"19810913","CP","UNDG","71","49.910N","078.915E",""
"19810924","US","SHFT","l20","","","CERNADA"
"19810926","CP","UNDG","8.6","46.820N","048.280E",""
"19810926","CP","UNDG","10","46.790N","048.270E",""
"19810930","CP","UNDG","0.19","50.000N","078.000E",""
"19811001","US","SHFT","20-150","","","PALIZA"
"19811001","CP","UNDG","113","73.320N","054.550E",""
"19811018","CP","UNDG","66","49.923N","078.859E",""
"19811022","CP","UNDG","13","63.790N","097.540E",""
"19811106","","","0-5","","","LETO"
"19811111","US","SHFT","20-150","","","TILCI"
"19811111","FR","SHFT","3","21.833S","138.991W",""
"19811112","GB","SHFT","20-150","","","ROUSANNE"
"19811120","CP","UNDG","8.2","49.740N","078.160E",""
"19811129","CP","UNDG","32","49.987N","078.860E",""
"19811203","US","SHFT","20-150","","","AKAVI"
"19811205","FR","SHFT","5","21.848S","138.774S",""
"19811208","FR","SHFT","15","21.808S","138.896W",""
"19811216","US","SHFT","l20","","","CABOC"
"19811222","CP","UNDG","6.6","49.831N","078.147E",""
"19811227","CP","UNDG","176","49.923N","078.795E",""
"19820128","US","SHFT","20-150","","","JORNADA"
"19820212","US","SHFT","20-150","","","MOLBO"
"19820212","US","SHFT","20-150","","","HOSTA"
"19820219","CP","UNDG","14","49.824N","078.069E",""
"19820220","FR","SH?","3","","",""
"19820224","FR","","0-5","","","DEIPHOBE"
"19820320","FR","SHFT","15","21.996S","138.941W",""
"19820323","FR","","0-5","","","EVENOS"
"19820417","US","SHFT","l20","","","TENAJA"
"19820425","GB","SHFT","20-150","","","GIBNE"
"19820425","CP","UNDG","77","49.903N","078.913E",""
"19820506","US","SHFT","l20","","","KRYDDOST"
"19820507","US","SHFT","20-150","","","BOUSCHET"
"19820611","CP","UNDG","0.24","50.000N","078.000E",""
"19820616","US","SHFT","l20","","","KESTI"
"19820624","US","SHFT","20-150","","","NEBBIOLO"
"19820625","CP","UNDG","3.6","49.810N","078.132E",""
"19820627","FR","SHFT","2","","",""
"19820701","FR","SHFT","20","21.766S","139.050W",""
"19820704","CP","UNDG","158","49.960N","078.807E",""
"19820712","CP","UNDG","0.19","50.000N","078.000E",""
"19820721","FR","SHFT","2","","",""
"19820725","FR","SHFT","55","21.864S","138.943W",""
"19820729","US","SHFT","20-150","","","MONTEREY"
"19820730","CP","UNDG","10","53.800N","104.140E",""
"19820731","CP","UNDG","0.13","47.000N","048.000E",""
"19820805","US","SHFT","20-150","","","ATRISCO"
"19820811","US","SHFT","l20","","","QUESO"
"19820823","CP","UNDG","2.8","49.788N","078.092E",""
"19820828","CP","UNDG","0.13","47.000N","048.000E",""
"19820831","CP","UNDG","11","49.924N","078.761E",""
"19820831","CP","UNDG","0.53","47.000N","048.000E",""
"19820902","US","SHFT","l20","","","CERRO"
"19820904","CP","UNDG","0.06","50.000N","078.000E",""
"19820904","CP","UNDG","21","69.210N","081.640E",""
"19820915","CP","UNDG","0.62","50.000N","078.000E",""
"19820921","CP","UNDG","9.2","49.801N","078.151E",""
"19820923","US","TUNN","l20","","","HURONLAN"
"19820923","US","TUNN","l20","","","DIAMONDA"
"19820923","US","SHFT","20-150","","","FRISCO"
"19820925","CP","UNDG","17","64.330N","081.800E",""
"19820929","US","SHFT","l150","","","BORREGO"
"19821001","CP","UNDG","0.13","47.000N","048.000E",""
"19821005","PC","UNDG","","","",""
"19821010","NE","","","","1502",""
"19821010","CP","UNDG","16","61.53N","112.86E","NEVA-1"
"19821011","CP","UNDG","44","73.370N","054.340E",""
"19821016","CP","UNDG","8.6","46.770N","048.220E",""
"19821016","CP","UNDG","8.6","46.770N","048.240E",""
"19821016","CP","UNDG","8.6","46.770N","048.220E",""
"19821027","CP","UNDG","0.13","47.000N","048.000E",""
"19821112","US","SHFT","l20","","","SEYVAL"
"19821121","CP","UNDG","0.65","55.000N","050.000E",""
"19821129","CP","UNDG","0.32","55.000N","050.000E",""
"19821130","CP","UNDG","0.42","47.000N","048.000E",""
"19821205","CP","UNDG","97","49.919N","078.813E",""
"19821210","US","SHFT","20-150","","","MANTECA"
"19821225","CP","UNDG","3.6","49.807N","078.068E",""
"19821226","CP","UNDG","30","50.071N","078.988E",""
"19830201","CP","UNDG","0.26","47.000N","048.000E",""
"19830211","US","SHFT","l20","","","COALORA"
"19830217","US","SHFT","l20","","","CHEEDAM"
"19830224","CP","UNDG","0.26","47.000N","048.000E",""
"19830225","CP","UNDG","0.21","47.000N","048.000E",""
"19830302","CP","UNDG","0.31","48.000N","049.000E",""
"19830326","US","SHFT","20-150","","","CABRA"
"19830330","CP","UNDG","0.49","49.000N","079.000E",""
"19830412","CP","UNDG","0.39","49.810N","078.220E",""
"19830413","US","SHFT","l150","","","TURQUOIS"
"19830419","FR","SHFT","40","21.847S","138.906W",""
"19830422","GB","SHFT","l20","","","ARMADA"
"19830425","FR","SHFT","1","","",""
"19830504","PC","TUNN","20-100","","",""
"19830505","US","SHFT","l20","","","CROWDIE"
"19830525","FR","SHFT","40","21.895S","138.918W",""
"19830526","US","TUNN","l20","","","MINIJADE"
"19830526","US","SHFT","l20","","","FAHADA"
"19830530","CP","UNDG","18","49.740N","078.190E",""
"19830609","US","SHFT","l20","","","DANABLU"
"19830612","CP","UNDG","81","49.910N","078.970E",""
"19830618","FR","SHFT","3","","",""
"19830624","CP","UNDG","2.8","49.820N","078.120E",""
"19830628","FR","SHFT","35","21.745S","138.917W",""
"19830710","CP","UNDG","21","51.330N","053.290E",""
"19830720","FR","SHFT","10","22S","139W",""
"19830728","CP","UNDG","0.49","49.000N","079.000E",""
"19830803","US","SHFT","l20","","","LABAN"
"19830804","FR","SHFT","8","21.835S","138.922W",""
"19830811","US","SHFT","l20","","","SABADO"
"19830818","CP","UNDG","89","73.380N","054.870E",""
"19830827","US","SHFT","l20","","","JARLSBER"
"19830901","US","SHFT","20-150","","","CHANCELL"
"19830911","CP","UNDG","4.5","49.890N","078.210E",""
"19830921","US","TUNN","l20","","","TOMIZEPH"
"19830921","BR","","","","293 NTS0",""
"19830921","US","SS1","l20","","","BRANCO"
"19830921","BR","-HERK","","","427 NTS0",""
"19830921","US","SS1","l20","","","BRANCO-H"
"19830921","US","","","37.113N","116.043W","**"
"19830922","US","SHFT","l150","","","TECHADO"
"19830924","CP","UNDG","6.8","46.820N","048.290E",""
"19830924","CP","UNDG","5.4","46.820N","048.280E",""
"19830924","CP","UNDG","4.2","46.860N","048.270E",""
"19830924","CP","UNDG","8.6","46.780N","048.300E",""
"19830924","CP","UNDG","8.6","46.840N","048.230E",""
"19830925","CP","UNDG","70","73.350N","054.380E",""
"19830929","US","SHFT","l20","","","NAVATA"
"19831006","CP","UNDG","67","49.930N","078.840E",""
"19831006","PC","UNDG","20-100","41.550N","088.767E",""
"19831026","CP","UNDG","101","49.890N","078.900E",""
"19831120","CP","UNDG","18","50.060N","079.020E",""
"19831129","CP","UNDG","14","49.770N","079.020E",""
"19831203","FR","SHFT","4","22S","139W",""
"19831207","FR","SHFT","15","22.3S","138.5W",""
"19831209","US","SHFT","l20","","","MUGGINS"
"19831216","US","SHFT","20-150","","","ROMANO"
"19831226","CP","UNDG","18","49.840N","078.220E",""
"19840131","US","SHFT","20-150","","","GORBEA"
"19840215","US","TUNN","l20","","","MIDASMYT"
"19840219","CP","UNDG","38","49.910N","078.810E",""
"19840301","US","SHFT","20-150","","","TORTUGAS"
"19840307","CP","UNDG","30","50.060N","079.000E",""
"19840329","CP","UNDG","48","49.940N","079.020E",""
"19840331","US","SHFT","l20","","","AGRINI"
"19840415","CP","UNDG","30","49.740N","078.160E",""
"19840425","CP","UNDG","48","49.950N","078.940E",""
"19840501","GB","SHFT","20-150","","","MUNDO"
"19840502","US","SHFT","l20","","","ORKNEY"
"19840508","FR","SHFT","20","","",""
"19840512","FR","SHFT","55","21.852S","138.961W",""
"19840516","US","SHFT","l20","","","BELLOW"
"19840526","CP","UNDG","61","49.980N","079.060E",""
"19840531","US","SHFT","20-150","","","CAPROCK"
"19840612","FR","SHFT","2","","",""
"19840616","FR","SHFT","35","21.933S","138.992W",""
"19840620","US","SHFT","20-150","","","DUORO"
"19840623","CP","UNDG","0.12","50.000N","079.000E",""
"19840712","US","SHFT","l20","","","NORMANNA"
"19840714","CP","UNDG","140","49.890N","078.960E",""
"19840721","CP","UNDG","27","51.356N","053.249E",""
"19840721","CP","UNDG","5.5","51.374N","053.257E",""
"19840721","CP","UNDG","21","51.353N","053.271E",""
"19840721","CP","UNDG","0.62","48.000N","059.000E",""
"19840725","US","SHFT","20-150","","","KAPPELI"
"19840802","US","SHFT","l20","","","CORREO"
"19840811","CP","UNDG","3.4","65.079N","055.287E",""
"19840825","CP","UNDG","27","61.876N","072.092E",""
"19840827","CP","UNDG","3.2","66.770N","033.680E",""
"19840828","CP","UNDG","2.6","60.826N","057.472E",""
"19840828","CP","UNDG","3.3","61.000N","058.000E",""
"19840830","US","SHFT","l20","","","WEXFORD"
"19840830","US","SHFT","l20","","","DOLCETTO"
"19840909","CP","UNDG","5.7","49.870N","078.180E",""
"19840913","US","SHFT","20-150","","","BRETON"
"19840915","CP","UNDG","0.79","50.000N","079.000E",""
"19840917","CP","UNDG","8.4","55.835N","087.408E",""
"19841002","US","SHFT","l20","","","VERMEJO"
"19841003","PC","SHFT","15.70","41.600N","088.733E",""
"19841018","CP","UNDG","1.8","49.800N","078.140E",""
"19841025","CP","UNDG","89","73.370N","054.960E",""
"19841027","CP","UNDG","140","49.950N","078.830E",""
"19841027","CP","UNDG","5.4","46.860N","048.100E",""
"19841027","CP","UNDG","5.4","46.840N","048.080E",""
"19841027","FR","SHFT","3","21.5S","139.1W",""
"19841102","FR","SHFT","35","21.87S","139W",""
"19841110","US","SHFT","l20","","","VILLITA"
"19841123","CP","UNDG","2.8","49.900N","078.130E",""
"19841201","FR","SHFT","1","22.S","139.W",""
"19841202","CP","UNDG","38","49.990N","079.070E",""
"19841206","FR","SHFT","55","21.890S","138.954W",""
"19841209","GB","SHFT","20-150","","","EGMONT"
"19841215","US","SHFT","20-150","","","TIERRA"
"19841216","CP","UNDG","81","49.960N","078.860E",""
"19841219","PC","UNDG","5-50","41.683N","088.450E",""
"19841220","US","SHFT","l20","","","MINERO"
"19841228","CP","UNDG","61","49.860N","078.750E",""
"19850210","CP","UNDG","48","49.880N","078.820E",""
"19850315","US","SHFT","20-150","","","VAUGHN"
"19850323","US","SHFT","20-150","","","COTTAGE"
"19850402","US","SHFT","20-150","","","HERMOSA"
"19850406","US","TUNN","l20","","","y RAIN"
"19850419","CP","UNDG","5.2","44.440N","057.930E",""
"19850425","CP","UNDG","48","49.920N","078.970E",""
"19850430","FR","SHFT","15","22.1S","138.9W",""
"19850502","US","SHFT","20-150","","","TOWANDA"
"19850508","FR","SHFT","90","21.8S","139.06W",""
"19850603","FR","SHFT","10","","",""
"19850607","FR","SHFT","5","","",""
"19850612","US","SHFT","20-150","","","SALUT"
"19850612","US","SHFT","l20","","","VILLE"
"19850615","CP","UNDG","61","49.890N","078.880E",""
"19850626","US","SHFT","l20","","","MARIBO"
"19850630","CP","UNDG","61","49.860N","078.700E",""
"19850711","CP","UNDG","0.05","50.000N","078.000E",""
"19850718","CP","UNDG","10","65.965N","040.754E",""
"19850720","CP","UNDG","27","50.000N","079.000E",""
"19850725","US","SHFT","20-150","","","SERENA"
"19850725","CP","UNDG","1.00","50.000N","079.000E",""
"19850814","US","SHFT","l20","","","CABRERO"
"19850817","US","SHFT","l20","","","CHAMITA"
"19850927","US","SHFT","l20","","","PONIL"
"19851009","US","TUNN","l20","","","MILLYRRD"
"19851009","US","TUNN","l20","","","d BEECH"
"19851012","US","","","","","**"
"19851016","US","SHFT","20-150","","","ROQUEFOR"
"19851024","FR","SHFT","2","","","HERO"
"19851026","FR","SHFT","20","21.81S","139W",""
"19851030","US","SHFT","l20","","","ABO"
"19851124","FR","SHFT","5","21.7S","138.8W",""
"19851126","FR","SHFT","55","21.86S","138.92W",""
"19851205","GB","SHFT","20-150","","","KINIBITO"
"19851228","US","SHFT","20-150","","","GOLDSTON"
"19860322","US","SHFT","20-150","","","GLENCOE"
"19860410","US","TUNN","l20","","","MIGHTYOA"
"19860420","US","SHFT","l20","","","MOGOLLON"
"19860422","US","SHFT","20-150","","","JEFFERSO"
"19860426","FR","SHFT","5","22.150S","139.120W",""
"19860506","FR","SHFT","5","","",""
"19860521","US","SHFT","l20","","","PANAMINT"
"19860527","FR","SHFT","4","","",""
"19860530","FR","SHFT","30","21.913S","139.100W",""
"19860605","US","SHFT","20-150","","","TAJO"
"19860625","GB","SHFT","20-150","","","DARWIN"
"19860717","US","SHFT","20-150","","","CYBAR"
"19860904","US","SHFT","l20","","","GALVESTO"
"19860724","US","SHFT","l20","","","CORNUCOP"
"19860911","US","SHFT","l20","","","ALEMAN"
"19860930","US","SHFT","20-150","","","LABQUARK"
"19861016","US","SHFT","20-150","","","BELMONT"
"19861110","FR","SHFT","6","","",""
"19861112","FR","SHFT","25","21.894S","139.068W",""
"19861114","US","SHFT","20-150","","","GASCON"
"19861206","FR","SHFT","9","","",""
"19861210","FR","SHFT","30","21.877S","138.986W",""
"19861213","US","SHFT","20-150","","","BODIE"
"19870203","HA","OOK-E","REEN)","","186 NTS1",""
"19870203","US","SS1","l20","","","HAZEBROO"
"19870203","HA","OOK-C","RRY(RE","D)","226 NTS1",""
"19870203","US","SS1","l20","","","HAZEBROO"
"19870203","HA","OOK-A","RANGE)","","262 NTS1",""
"19870203","US","SS1","l20","","","HAZEBROO"
"19870211","US","SHFT","l20","","","TORNERO"
"19870226","CP","UNDG","14","49.840N","078.120E",""
"19870312","CP","UNDG","18","49.940N","078.820E",""
"19870318","US","TUNN","l20","","","MIDDLENO"
"19870403","CP","UNDG","140","49.900N","078.810E",""
"19870417","CP","UNDG","61","49.851N","078.690E",""
"19870418","US","SHFT","20-150","","","DELAMAR"
"19870419","CP","UNDG","3.3","60.781N","056.220E",""
"19870419","CP","UNDG","2.6","60.674N","056.295E",""
"19870422","US","SHFT","l20","","","PRESIDIO"
"19870430","US","SHFT","20-150","","","HARDIN"
"19870505","FR","SHFT","5","21.6S","138.7W",""
"19870506","CP","UNDG","23","49.830N","078.125E",""
"19870520","FR","SHFT","30","21.87S","138.97W",""
"19870605","PC","SHFT","","","",""
"19870606","CP","UNDG","12","49.865N","078.143E",""
"19870606","FR","SHFT","3","21.5S","138.8W",""
"19870618","US","SHFT","l20","","","BRIE"
"19870620","US","TUNN","l20","","","MISSIONG"
"19870620","CP","UNDG","81","49.901N","078.726E",""
"19870621","FR","SHFT","15","21.984S","138.844W",""
"19870630","US","SHFT","l20","","","PANCHUEL"
"19870706","NE","","","","1526.6",""
"19870706","CP","UNDG","13","61.50N","112.83E","NEVA-2"
"19870716","GB","SHFT","20-150","","","MIDLAND"
"19870717","CP","UNDG","38","49.779N","078.128E",""
"19870724","NE","","","","1515.2",""
"19870724","CP","UNDG","13","61.46N","112.78E","NEVA-3"
"19870802","CP","UNDG","48","49.828N","078.898E",""
"19870802","CP","UNDG","70","73.289N","054.713E",""
"19870812","NE","","","","815.3",""
"19870812","CP","UNDG","3.2","61.46N","112.79E","NEVA-4"
"19870813","US","SHFT","20-150","","","TAHOKA"
"19870916","CP","UNDG","6","49.000N","078.000E",""
"19870918","CP","UNDG","1.1","49.000N","078.000E",""
"19870924","US","SHFT","20-150","","","LOCKNEY"
"19871003","CP","UNDG","17","47.630N","056.220E",""
"19871016","CP","UNDG","2.2","49.000N","078.000E",""
"19871023","US","SHFT","20-150","","","BORATE"
"19871023","FR","SHFT","50","21.78S","139.05W",""
"19871105","FR","SHFT","20","22.340S","138.970W",""
"19871115","CP","UNDG","61","49.879N","078.790E",""
"19871119","FR","SHFT","60","21.878S","139.037W",""
"19871129","FR","SHFT","3","22S","139W",""
"19871201","US","SHFT","l20","","","WACO"
"19871202","US","TUNN","l20","","","MISSIONC"
"19871213","CP","UNDG","81","49.970N","078.880E",""
"19871220","CP","UNDG","3.6","50.100N","077.500E",""
"19871227","CP","UNDG","81","49.900N","078.590E",""
"19880206","CP","UNDG","","49.787N","077.975E",""
"19880213","CP","UNDG","","49.930N","078.910E",""
"19880215","US","SHFT","20-150","","","KERNVILL"
"19880403","CP","UNDG","","49.870N","078.920E",""
"19880407","US","SHFT","l20","","","ABILENE"
"19880422","CP","UNDG","","49.760N","078.090E",""
"19880504","CP","UNDG","","49.890N","078.760E",""
"19880507","CP","UNDG","","73.350N","054.430E",""
"19880511","FR","SHFT","20","21.927S","139.107W",""
"19880513","US","SHFT","l150","","","SCHELLBO"
"19880521","US","SHFT","l150","","","LAREDO"
"19880525","FR","SHFT","80","21.899S","139.027W",""
"19880602","US","SHFT","l150","","","COMSTOCK"
"19880614","CP","UNDG","","50.000N","079.000E",""
"19880616","FR","SHFT","5","","",""
"19880622","US","SHFT","l150","","","RHYOLITE"
"19880622","US","SHFT","l150","","","NIGHTING"
"19880623","FR","SHFT","30","21.928S","139.042W",""
"19880707","US","SHFT","l150","","","ALAMO"
"19880817","US","SHFT","l150","","","KEARSRGE"
"19880822","CP","UNDG","","66.310N","078.520E",""
"19880823","US","SHFT","l20","","","HARLINGE"
"19880823","HA","GEN-A","","","290 NTS0",""
"19880823","US","SS1","l20","","","HARLINGE"
"19880823","HA","GEN-B","","","290 NTS0",""
"19880823","US","SS2","l20","","","HARLINGE"
"19880830","US","SHFT","l150","","","BULLFROG"
"19880906","CP","UNDG","","61.330N","047.980E",""
"19880914","CP","UNDG","","49.810N","078.800E",""
"19880929","PC","TUNN","1-20","41.750N","088.467E",""
"19881013","US","SHFT","l150","","","DAHLHART"
"19881018","CP","UNDG","","49.860N","078.100E",""
"19881025","FR","SHFT","2","","",""
"19881105","FR","SHFT","50","22.052S","139.029W",""
"19881109","US","SHFT","l20","","","MONAHANS"
"19881109","MO","NS-A","","","290 NTS0",""
"19881109","US","SS1","l20","","","MONAHANS"
"19881109","MO","NS-B","","","290 NTS0",""
"19881109","US","SS2","l20","","","MONAHANS"
"19881112","CP","UNDG","","50.030N","078.980E",""
"19881123","FR","SHFT","40","22.908S","139.029W",""
"19881123","CP","UNDG","","49.770N","078.060E",""
"19881130","FR","SHFT","100","22.900S","138.910W",""
"19881204","CP","UNDG","","73.380N","054.960E",""
